User Name,Codename,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Vaccinskadad - vi som vägrar leva i mörker,"",none,,,,3070,,2021-12-24 18:56:29 EST,2021-12-24,18:56:29,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/645322935534605/permalink/4726293167437541,"Utifrån den här kan man hävda att människor ska sprutas varje månad eftersom vaccin blir inte effektiva efter en månad: """"Our study provides evidence of protection against infection with the Omicron variant after completion of a primary vaccination series with the BNT162b2 or mRNA-1273 vaccines; in particular, we found a VE against the Omicron variant of 55.2% (95% confidence interval (CI): 23.5 to 73.7%) and 36.7% (95% CI: 69.9 to 76.4%) for the BNT162b2 and mRNA-1273 vaccines, respectively, in the first month after primary vaccination. """" Arikeln är i pre-print men ska ut snart. ",https://www.medrxiv.org/content/10.1101/2021.12.20.21267966v2,,"",Vaccine effectiveness against SARS-CoV-2 infection with the Omicron or Delta variants following a two-dose or booster BNT162b2 or mRNA-1273 vaccination series: A Danish cohort study,In this brief communication we are showing original research results with early estimates from Danish nationwide databases of vaccine effectiveness (VE) against the novel SARS-CoV-2 Omicron variant (B.1.1.529) up to five months after a primary vaccination series with the BNT162b2 or mRNA-1273 vaccin...,,,,0,-46
Moms and Dads of Vaudreuil and Surrounding Areas,"",none,,,,1694,,2021-01-07 11:37:58 EST,2021-01-07,11:37:58,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/181308135321783/permalink/3499085880210642,"Interested in tracking the vaccine rollout? 💉 🇨🇦 Check out this interactive link ⬇️⬇️⬇️. As of today (January 6), more than 88,075 doses of COVID-19 vaccine have been delivered to Quebec. 45,205 of these doses have been administered to Quebecers with the preliminary focus on inoculating those in CHSLD's. Over 1 million more doses will arrive in Canada in the next three weeks. link: https://covid19tracker.ca/vaccinationtracker.html",https://www.facebook.com/460143874089814/photos/a.472967586140776/3245576822213158/?type=3,,"",Peter Schiefke,"Vous souhaitez suivre le déploiement du vaccin? 💉 🇨🇦

Consultez ce lien interactif ⬇️⬇️⬇️. À ce jour (6 janvier), plus de 88 075 doses du vaccin COVID-19 ont été livrées au Québec. 45 205 de ces doses ont été administrées aux Québécois, l'objectif préliminaire étant que ceux qui habitent dans les CHSLD soient vaccinés en priorité. Plus d'un million de doses supplémentaires arriveront au Canada dans les trois prochaines semaines. (Malheureusement le lien est seulement disponible en anglais mais vous pouvez tout de même consulter les chiffres et voir les statistiques de vaccination au pays)

lien: https://covid19tracker.ca/vaccinationtracker.html //

Interested in tracking the vaccine rollout? 💉 🇨🇦

Check out this interactive link ⬇️⬇️⬇️. As of today (January 6), more than 88,075 doses of COVID-19 vaccine have been delivered to Quebec. 45,205 of these doses have been administered to Quebecers with the preliminary focus on inoculating those in CHSLD's. Over 1 million more doses will arrive in Canada in the next three weeks.

link: https://covid19tracker.ca/vaccinationtracker.html",,,,0,-20
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,,,2021-03-16 11:23:44 EDT,2021-03-16,11:23:44,Photo,132,84,8,5,33,1,0,0,0,1,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/893435434783394,Looks like we're getting a mass vax site in MoCo soon,https://www.facebook.com/photo.php?fbid=4137869789557090&set=gm.893435434783394&type=3,,"","","",0,,,132,6.95
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,,,2021-03-02 17:54:02 EST,2021-03-02,17:54:02,Status,127,55,34,2,34,1,0,0,0,1,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/885255445601393,GREAT JOB team! Today we must have booked at least 25 equity appointments. Mass vax came through in the end! Lets keep going!,"",,"","","",0,,,127,6.35
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,,,2021-03-11 21:26:54 EST,2021-03-11,21:26:54,Status,117,56,10,1,47,0,0,0,0,3,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/890684695058468,"A shout out to Abby Adams who managed to find a very specific appointment for me. I filled out the form and then today I awoke to my vaccine reservation for Sunday! It felt like I was given a flashlight in a dark tunnel . I am a person with a disability and just couldn't go fast enough To all the Equity Vax Hunters, ty for what you do. To Abby, ty for hearing and seeing me! TY for the dose of hope !","",,"","","",0,,,117,5.85
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,,,2021-03-17 22:02:08 EDT,2021-03-17,22:02:08,Photo,115,47,18,3,44,0,0,0,0,3,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/894328971360707,"Y’all show some love to Next Destination Transportation LLC!! ❤️❤️ ❤️ Five stars from me! (Literally, I just left a review!) Editing to add: 🚗 To book a ride or request funds for parking or public transportation, forward appointment confirmation to MDVaxRides@gmail.com 💗 To donate: PayPal: MDVaxRides@gmail.com (choose “transfer money to a friend” or it’ll hold the donation until you confirm you “received” the item you paid for) Venmo: @Kristin-Mink (mention Vax Rides)",https://www.facebook.com/178214582542469/photos/a.623475888016334/1352732755090640/?type=3,,"",Next Destination Transportation LLC,"We are humbled to partner with MDVAXrides to provide ground transportation for seniors, those disproportionately affected by COVID19 and underserved communities. Rendering reasonable service is our best thank you. It’s a labor of ❤️ 
www.nextdestinationllc.com
✅ 😷
✅ sanitized 
✅ driven 
#peaceofmind #drive #dmv #baltimore #transportation #service #safe #safety #team #vaccinated #transport #love #postivevibes #positvity #weekly #lovelife #loveit",0,,,115,6.05
Citizens Union of Trinidad & Tobago,"",none,,,,22000,,2021-10-17 09:44:03 EDT,2021-10-17,09:44:03,Link,94,55,13,17,8,0,1,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1137662929578070/permalink/4818064488204544,Food for thought,https://www.facebook.com/614865003/posts/10165638195050004/,,"",This is a re-share of a post,"I have a theory that the reason our jackass Prime Minister refuses to reopen beaches is that he cannot police THAT space with his safe zone, segregation, vax pass bullshit.

If the public could go to the beach and not get sick, like he's trying to scare us into believing would happen, they would realise that it was all bullshit from the start.

That him and his circus have no idea what they doing. That the spike has no link with beaches. And that the reason our covid cases STILL going up despite the increase in vaccination, might lie in that fact itself.

I said what I said.",0,,,94,3.13
☯️ Connect The Dots  #ConnectDaDots ☯️,"",learning,,,,3075,,2021-08-11 07:30:03 EDT,2021-08-11,07:30:03,Link,91,41,6,31,2,8,0,1,2,0,,-,0,0,0,,https://www.facebook.com/groups/1697436677142605/permalink/3167844240101834,"Russia has been actively trying to influence Americans on social media since before the 2016 Presidential election. Now, it appears that the Kremlin wants to foment anti-vaccine sentiment in the U.S. Why? Why would there be a network of Russian accounts linked to a marketing firm which aims to enlist influencers to push anti-vaccine content about the COVID-19 jabs? What would be the point? Anyone care to venture a guess? #connectdadots",https://reut.rs/2XgKuHt,,"",Facebook removes Russian network that targeted influencers to peddle anti-vax messages,Facebook (FB.O) said on Tuesday it had removed a network of accounts from Russia that it linked to a marketing firm which aimed to enlist influencers to push anti-vaccine content about the COVID-19 jabs.,0,,,91,2.53
"Canada's Fathers Rights, Because We Have None!","",none,,,,5995,,2021-08-21 09:35:14 EDT,2021-08-21,09:35:14,Status,83,35,23,15,6,0,2,0,0,2,,-,0,0,0,,https://www.facebook.com/groups/923870717666253/permalink/4092319850821308,"VACCINATION CARDS Welcome. -Hi, table for two, please. -Sure, and your name? -Bill -Great. And do you and your guest have your Vaccination Cards? -Hmmm well first . . Can you tell us who our server will be? -Um, looks like Brad will be your server tonight. -Great. Can you show us Brad's Vaccination Card? -Um... -And also, can you provide me with proof that Brad is not a carrier of HIV, Hepatitis A or B, or any other communicable diseases? Same for you and the kitchen staff. -Um . . . -Also, we would prefer not to be served by someone who is on or uses recreational drugs such as marijuana, cocaine, meth, fentanyl, etc, so if you could provide us with Brad's most recent tox screen, that would be great. As a matter of fact, I'm going to need to see all of your employees' medical history. -Um . . . Let me get the Manager for you. -That would be great, thanks. Make sure they have their Vax Card and medical records please. Here’s the thing, nobody needs restaurants, gyms and other places. They need us. Start standing your ground and stop giving up your Freedoms. Copied and reposted.","",,"","","",0,,,83,1.54
Mount Roskill Community (Puketapapa),"",none,,,,8834,,2021-10-27 21:49:16 EDT,2021-10-27,21:49:16,Status,82,64,9,1,8,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/986984624776073/permalink/2219105021564021,Hi All there is a vax van down on Stoddard Road next to Burger Fuel with no one in line. So if you need to get your first or second shot done and you dont want to wait you can go there. Do'nt care if your for or against vaccinations just saying it's there thats all. 😀,"",,"","","",0,,,82,1.55
Panmax G🌏 The Global community of Trinidad and Tobago's Culture,"",none,,,,4818,,2022-01-27 16:45:52 EST,2022-01-27,16:45:52,Status,81,4,38,1,0,2,35,1,0,0,,-,0,0,0,,https://www.facebook.com/groups/124817537593300/permalink/7009246812483637,Well look pressure. Call a meeting to organize the band to go Panorama. All the crackshots is anti- Vax and all the skaters vaccinated 🤣🤣🤣🤣,"",,"","","",0,,,81,2.19
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,,,2021-03-02 01:11:54 EST,2021-03-02,01:11:54,Status,75,17,44,1,0,0,0,6,0,7,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/884844272309177,"Hi folks. Just wanted to share an observation from a friend who works in group and event management at M&T and has been responsible for a large part of daily operations of the vaccine distribution at that site. In the first days the M&T mass vax site opened she observed that there were people coming from all over the state for vaccines and thought “this is great!” That people are happy to come into Baltimore and vaccines are getting in arms. More recently she said her bosses have pointed out the gross inequity. That although M&T bank is literally in the heart of the city, a grossly disproportionate amount of Baltimore city residents are actually able to get shots. She actually started to pay attention and observed that although today was their first 1000 vaccination day, no one from Baltimore city came to get shots until well into the afternoon. Everyone who was able to get appointment last were from more affluent surrounding counties. To put it quite simply, many Baltimoreans don’t have the means to snag these appointments. Furthermore, many relay on public trasportation, and the stadium is IDEAL for that, but helping this people connect to actually GET an appointment has been near impossible. To complicate matters more, the Governor and the Mayor have recently had it out via the media, with the Mayor claiming Baltimore hasn’t received nearly enough supply given our population, as compared to other counties; however the Governor has cited the mass vax site as a supply for Baltimore...problem is, those appointments go in a flash (as we all know) and the disadvantaged populations in Baltimore just don’t have a shot to keep up. The disparity is REAL, and I don’t have the answer, but this seems to be a smart compassionate group. I’m just trying to brainstorm how to better serve and help my neighbors. Any thoughts, comments, helpful insights is much appreciated! All ideas welcome!","",,"","","",0,,,75,3.75
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,,,2021-03-02 21:05:48 EST,2021-03-02,21:05:48,Link,73,13,57,1,2,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/885325448927726,"Hey everyone, it's almost that time! The nightly M&T drop! It's going to be the witching hour! LOAD UP ON YOUR LISTS! :D Here is what we know from previous drops: * They happen EVERY night from 11:50 at the earliest to 12:10 at the latest. Last night it was 12:08. * You CANNOT get appointments by just toggling that check box at the end. * If everyone seems to be getting appointments and you are not, you have to open a private browser and do it in there (OR CLEAR YOUR CACHE) * Have the information READY to fill out, it's a free for all and if someone fills out a slot before you, you lose it. * Thats right, they are UNRESERVED! It is FIRST TO FILL OUT. * You are only booking for this apt. At the mass vax site, they will give you your second after your first vaccine. * There will be a TON available. This is your best shot at getting a vaccine appointment. ",https://www.umms.org/coronavirus/covid-vaccine/get-vaccine/mtb-stadium/verification,,"",Schedule a COVID-19 Vaccination Appointment,"Please answer this series of questions to help us to confirm your current eligibility to receive the COVID-19 vaccine. If an answer to a question indicates you are eligible, the next question will automatically appear.",0,,,73,3.84
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,,,2021-03-19 12:14:09 EDT,2021-03-19,12:14:09,Status,70,27,38,2,3,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/895346484592289,"Seriously, try prereg for MassVax. 1C Friend did it late Tues; he got appt text yesterday. covidvax.maryland.gov or 855-MD-GO-VAX","",,"","","",0,,,70,3.5
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,,,2021-03-18 14:11:43 EDT,2021-03-18,14:11:43,Link,69,29,17,12,11,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/894783954648542,"Governor Hogan just announced that as of next Tuesday, March 23 Maryland will open vaccine eligibility to group 2a all Marylanders over the age of 60. On March 30 they will move to group 2b which will be everyone 16 and over with medical conditions. 2c begins April 13 includes all over 55+ and essential workers in critical industries, including construction workers, food services, utilities, transportation, financial services, IT and other infrastructure who have not already been eligible. No later than April 27 all Marylanders will be eligible. Supply will be ramping up but they expect demand will continue the outpaced supply.￼￼￼￼ People in 2a can pre-register now for the mass vax sites ￼ https://governor.maryland.gov/2021/03/18/governor-hogan-announces-vaccine-eligibility-timeline-for-all-marylanders-and-primary-care-hospital-equity-and-mobile-clinic-initiatives/",http://maryland.gov/,,"",default,"At home for the moment? You can still enjoy the kooky craziness of this Old Line State with Mad Libs, bingo, scavenger hunts, and more!",0,,,69,3.63
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,,,2021-03-06 23:39:34 EST,2021-03-06,23:39:34,Link,58,13,41,3,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/887756685351269,"Hey everyone, it's almost that time! The nightly M&T drop! It's the witching hour! Here is what we know from previous drops: * They happen EVERY night from 11:50 at the earliest to 12:05 at the latest. Last night it was 12:11. Previous nights 12:08, 12:03, 12:06, 12:08. * You CANNOT get appointments by just toggling that check box at the end. * If everyone seems to be getting appointments and you are not, you have to open a private browser and do it in there (OR CLEAR YOUR CACHE) * Have the information READY to fill out * There is a new reservation system (THANK GOD) * If you are getting an error for EVERY time at the end, change your person's gender to unknown. I'm dead serious. This works. You are only booking for this apt. At the mass vax site, they will give you your second after your first vaccine. There will be a TON available. This is your best shot at getting a vaccine appointment. ",https://www.umms.org/coronavirus/covid-vaccine/get-vaccine/mtb-stadium/verification,,"",Schedule a COVID-19 Vaccination Appointment,"Please answer this series of questions to help us to confirm your current eligibility to receive the COVID-19 vaccine. If an answer to a question indicates you are eligible, the next question will automatically appear.",0,,,58,3.05
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,,,2021-03-08 23:10:51 EST,2021-03-08,23:10:51,Link,55,6,48,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/888950215231916,"Hey everyone, it's almost that time! The nightly M&T drop! It's the witching hour! Here is what we know from previous drops: * They happen EVERY night from 11:50 at the earliest to 12:05 at the latest. Last night it was 12:00 EVEN. Previous nights 12:08, 12:03, 12:06, 12:08. * You CANNOT get appointments by just toggling that check box at the end. * If everyone seems to be getting appointments and you are not, you have to open a private browser and do it in there (OR CLEAR YOUR CACHE) * Have the information READY to fill out * There is a new reservation system (THANK GOD) * If you are getting an error for EVERY time at the end, change your person's gender to unknown. I'm dead serious. This works. * You are only booking for this apt. At the mass vax site, they will give you your second after your first vaccine. * There will be a TON available. This is your best shot at getting a vaccine appointment. ",https://www.umms.org/coronavirus/covid-vaccine/get-vaccine/mtb-stadium/verification,,"",Schedule a COVID-19 Vaccination Appointment,"Please answer this series of questions to help us to confirm your current eligibility to receive the COVID-19 vaccine. If an answer to a question indicates you are eligible, the next question will automatically appear.",0,,,55,2.89
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,3005,,2021-03-24 13:58:50 EDT,2021-03-24,13:58:50,Status,52,19,12,19,0,2,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/898313147628956,"Update - over 30 appointments still available for Sunday 3/28. If anyone has contacts on the Eastern Shore, the Salisbury mass vax site cannot fill all of their appointments. Tons of openings and because they’re having trouble filling them, they aren’t being picky about eligibility.","",,"","","",0,,,52,2.6
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,3220,,2021-03-30 16:16:57 EDT,2021-03-30,16:16:57,Photo,50,33,0,9,8,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/901911877269083,fyi,https://www.facebook.com/53568216648/photos/a.72332866648/10159066821141649/?type=3,,"",Montgomery County Government,"Tomorrow, Montgomery County Health and Human Services - MD will open a #COVID19 vaccine clinic at the Germantown campus of Montgomery College. 
Next week, this location will become a mass vax site. 
For preregistration information and more, visit the County's website: https://buff.ly/3dqdFwe.",0,,,50,2.63
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,,,2021-03-14 08:21:42 EDT,2021-03-14,08:21:42,Photo,50,7,24,18,0,0,0,0,0,1,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/892074748252796,"Maryland is finally centralized. All eligible Marylanders should pre-register now! “Marylanders can now pre-register to get an appointment at one of the state's mass vaccination sites. https://trib.al/y4FyJxS” 1. Register with MD Health Department Covidvax.Maryland.gov 2. Register with county/city health department 3. Continue to hunt for appointments at private pharmacies, health systems and mass vax site releases (if still possible). 4. Answer your phone. Check spam/junk email folders in case MD contacts you. Good luck!!",https://www.facebook.com/photo.php?fbid=10103422392919103&set=gm.892074748252796&type=3,,"",Photos from Christy Hoang's post,"",0,,,50,2.63
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,,,2021-03-05 23:16:30 EST,2021-03-05,23:16:30,Status,49,7,40,0,2,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/887149798745291,"Hey everyone, it's almost that time! The nightly M&T drop! It's the witching hour! Here is what we know from previous drops: * They happen EVERY night from 11:50 at the earliest to 12:05 at the latest. Last night it was 12:08. * You CANNOT get appointments by just toggling that check box at the end. * f everyone seems to be getting appointments and you are not, you have to open a private browser and do it in there (OR CLEAR YOUR CACHE) * Have the information READY to fill out, it's a free for all and if someone fills out a slot before you, you lose it. * Thats right, they are UNRESERVED! It is FIRST TO FILL OUT. * You are only booking for this apt. At the mass vax site, they will give you your second after your first vaccine. * There will be a TON available. This is your best shot at getting a vaccine appointment.","",,"","","",0,,,49,2.45
☯️ Connect The Dots  #ConnectDaDots ☯️,"",learning,,,,3028,,2021-07-25 09:19:12 EDT,2021-07-25,09:19:12,Link,49,15,7,18,1,2,0,6,0,0,,-,0,0,0,,https://www.facebook.com/groups/1697436677142605/permalink/3154598131426445,"That’s the thing about Covid19; it’s not a problem, until it is. Out of sight, should not be out of mind, when it comes to a global pandemic. #connectdadots",https://www.nbcnews.com/news/us-news/man-who-made-fun-vaccination-efforts-social-media-dies-covid-n1274922,,"",Man who made fun of vaccination efforts on social media dies of Covid,"“I got 99 problems but a vax ain't one,"""" Stephen Harmon said in a tweet last month.",0,,,49,1.29
